style_key,term,unmapped_reason
Baby/Children || Bag || Accessories || Pink || Solid,pink bag,
Divided || Trousers || Trousers || Blue || Placement print,blue trousers,
Divided || Trousers || Trousers || Blue || Solid,blue trousers,
Divided || Trousers || Trousers || Blue || Stripe,blue trousers,
Divided || Trousers || Trousers || Brown || Solid,brown trousers,
Divided || Trousers || Trousers || Green || Solid,green trousers,
Divided || Trousers || Trousers || Grey || Denim,grey trousers,
Divided || Trousers || Trousers || Grey || Solid,grey trousers,
Divided || Trousers || Trousers || Khaki green || All over pattern,khaki trousers,
Divided || Trousers || Trousers || Khaki green || Solid,khaki trousers,
Divided || Trousers || Trousers || Mole || Solid,,colour unmapped
Divided || Trousers || Trousers || Pink || Solid,pink trousers,
Divided || Trousers || Trousers || Red || All over pattern,red trousers,
Divided || Trousers || Trousers || Red || Solid,red trousers,
Divided || Trousers || Trousers || White || All over pattern,white trousers,
Divided || Trousers || Trousers || White || Check,white trousers,
Divided || Trousers || Trousers || White || Solid,white trousers,
Divided || Trousers || Unknown || Black || All over pattern,black trousers,
Divided || Trousers || Unknown || Black || Denim,black trousers,
Divided || Trousers || Unknown || Black || Solid,black trousers,
Divided || Trousers || Unknown || Blue || Denim,blue trousers,
"Divided || Underwear bottom || Under-, Nightwear || Beige || All over pattern",beige underwear,
"Divided || Underwear bottom || Under-, Nightwear || Black || All over pattern",black underwear,
"Divided || Underwear bottom || Under-, Nightwear || Black || Lace",black underwear,
"Divided || Underwear bottom || Under-, Nightwear || Black || Melange",black underwear,
"Divided || Underwear bottom || Under-, Nightwear || Black || Solid",black underwear,
"Divided || Underwear bottom || Under-, Nightwear || Grey || Melange",grey underwear,
"Divided || Underwear bottom || Under-, Nightwear || Lilac Purple || Solid",lilac underwear,
"Divided || Underwear bottom || Under-, Nightwear || Pink || All over pattern",pink underwear,
"Divided || Underwear bottom || Under-, Nightwear || Pink || Lace",pink underwear,
"Divided || Underwear bottom || Under-, Nightwear || Pink || Melange",pink underwear,
"Divided || Underwear bottom || Under-, Nightwear || Pink || Solid",pink underwear,
"Divided || Underwear bottom || Under-, Nightwear || Red || Solid",red underwear,
Divided || Unknown || Trousers Denim || Blue || Denim,,product type unmapped
Divided || Vest top || Blouses || Black || All over pattern,black vest top,
Divided || Vest top || Blouses || Black || Solid,black vest top,
Divided || Vest top || Blouses || Blue || Solid,blue vest top,
Divided || Vest top || Blouses || Blue || Stripe,blue vest top,
Divided || Vest top || Blouses || Green || Solid,green vest top,
Divided || Vest top || Blouses || Khaki green || Solid,khaki vest top,
Divided || Vest top || Blouses || Pink || Solid,pink vest top,
Divided || Vest top || Blouses || Red || Solid,red vest top,
Divided || Vest top || Blouses || White || All over pattern,white vest top,
Divided || Vest top || Blouses || White || Solid,white vest top,
Divided || Vest top || Blouses || Yellow || All over pattern,yellow vest top,
Divided || Vest top || Blouses || Yellow || Solid,yellow vest top,
Divided || Vest top || Jersey Basic || Beige || Solid,beige vest top,
Divided || Vest top || Jersey Basic || Black || Solid,black vest top,
Divided || Vest top || Jersey Basic || Blue || Solid,blue vest top,
Divided || Vest top || Jersey Basic || Grey || Melange,grey vest top,
Divided || Vest top || Jersey Basic || Grey || Solid,grey vest top,
Divided || Vest top || Jersey Basic || Khaki green || Solid,khaki vest top,
Divided || Vest top || Jersey Basic || Lilac Purple || Solid,lilac vest top,
Divided || Vest top || Jersey Basic || Orange || Solid,orange vest top,
Divided || Vest top || Jersey Basic || Pink || Melange,pink vest top,
Divided || Vest top || Jersey Basic || Pink || Solid,pink vest top,
Divided || Vest top || Jersey Basic || Red || Solid,red vest top,
Divided || Vest top || Jersey Basic || White || Solid,white vest top,
Divided || Vest top || Jersey Basic || Yellow || Solid,yellow vest top,
Divided || Vest top || Jersey Fancy || Beige || All over pattern,beige vest top,
Divided || Vest top || Jersey Fancy || Black || All over pattern,black vest top,
Divided || Vest top || Jersey Fancy || Black || Placement print,black vest top,
Divided || Vest top || Jersey Fancy || Black || Solid,black vest top,
Divided || Vest top || Jersey Fancy || Blue || Solid,blue vest top,
Divided || Vest top || Jersey Fancy || Green || Solid,green vest top,
Divided || Vest top || Jersey Fancy || Grey || Treatment,grey vest top,
Divided || Vest top || Jersey Fancy || Orange || Solid,orange vest top,
Divided || Vest top || Jersey Fancy || Pink || Solid,pink vest top,
Divided || Vest top || Jersey Fancy || Red || Placement print,red vest top,
Divided || Vest top || Jersey Fancy || Red || Solid,red vest top,
Divided || Vest top || Jersey Fancy || Turquoise || Solid,turquoise vest top,
Divided || Vest top || Jersey Fancy || White || All over pattern,white vest top,
Divided || Vest top || Jersey Fancy || White || Placement print,white vest top,
Divided || Vest top || Jersey Fancy || White || Solid,white vest top,
Divided || Vest top || Jersey Fancy || Yellow || Solid,yellow vest top,
Divided || Vest top || Knitwear || Beige || Solid,beige vest top,
Divided || Vest top || Knitwear || Black || Solid,black vest top,
Divided || Vest top || Knitwear || Red || Solid,red vest top,
Divided || Vest top || Knitwear || White || Solid,white vest top,
Divided || Vest top || Knitwear || Yellow || Solid,yellow vest top,
Divided || Wallet || Accessories || Black || Solid,black wallet,
Ladieswear || Bag || Accessories || Beige || All over pattern,beige bag,
Ladieswear || Bag || Accessories || Beige || Colour blocking,beige bag,
Ladieswear || Bag || Accessories || Beige || Solid,beige bag,
Ladieswear || Bag || Accessories || Black || All over pattern,black bag,
Ladieswear || Bag || Accessories || Black || Other structure,black bag,
Ladieswear || Bag || Accessories || Black || Solid,black bag,
Ladieswear || Bag || Accessories || Blue || Solid,blue bag,
Ladieswear || Bag || Accessories || Brown || Other structure,brown bag,
Ladieswear || Bag || Accessories || Brown || Solid,brown bag,
Ladieswear || Bag || Accessories || Green || Solid,green bag,
Ladieswear || Bag || Accessories || Grey || Solid,grey bag,
Ladieswear || Bag || Accessories || Khaki green || Solid,khaki bag,
Ladieswear || Bag || Accessories || Metal || Metallic,,colour unmapped
Ladieswear || Bag || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Bag || Accessories || Mole || Solid,,colour unmapped
Ladieswear || Bag || Accessories || Orange || Solid,orange bag,
Ladieswear || Bag || Accessories || Pink || Solid,pink bag,
Ladieswear || Bag || Accessories || Red || Solid,red bag,
Ladieswear || Bag || Accessories || Turquoise || Solid,turquoise bag,
Ladieswear || Bag || Accessories || White || Solid,white bag,
Ladieswear || Bag || Accessories || Yellow || Solid,yellow bag,
Ladieswear || Ballerinas || Shoes || Beige || All over pattern,beige ballet flats,
Ladieswear || Ballerinas || Shoes || Beige || Solid,beige ballet flats,
Ladieswear || Ballerinas || Shoes || Black || All over pattern,black ballet flats,
Ladieswear || Ballerinas || Shoes || Black || Solid,black ballet flats,
Ladieswear || Ballerinas || Shoes || Brown || Solid,brown ballet flats,
Ladieswear || Ballerinas || Shoes || Orange || Solid,orange ballet flats,
Ladieswear || Ballerinas || Shoes || Pink || Solid,pink ballet flats,
Ladieswear || Ballerinas || Shoes || Red || Solid,red ballet flats,
Ladieswear || Ballerinas || Shoes || Yellow || Solid,yellow ballet flats,
Ladieswear || Belt || Accessories || Beige || Solid,beige belt,
Ladieswear || Belt || Accessories || Black || Application/3D,black belt,
Ladieswear || Belt || Accessories || Black || Other structure,black belt,
Ladieswear || Belt || Accessories || Black || Solid,black belt,
Ladieswear || Belt || Accessories || Brown || Solid,brown belt,
Ladieswear || Belt || Accessories || Metal || Glittering/Metallic,,colour unmapped
Ladieswear || Belt || Accessories || Metal || Metallic,,colour unmapped
Ladieswear || Belt || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Belt || Accessories || Mole || Solid,,colour unmapped
Ladieswear || Belt || Accessories || Orange || Solid,orange belt,
Ladieswear || Belt || Accessories || Red || Solid,red belt,
Ladieswear || Belt || Accessories || White || Solid,white belt,
Ladieswear || Bikini top || Swimwear || Beige || All over pattern,beige bikini top,
Ladieswear || Bikini top || Swimwear || Black || All over pattern,black bikini top,
Ladieswear || Bikini top || Swimwear || Black || Lace,black bikini top,
Ladieswear || Bikini top || Swimwear || Black || Other structure,black bikini top,
Ladieswear || Bikini top || Swimwear || Black || Solid,black bikini top,
Ladieswear || Bikini top || Swimwear || Black || Stripe,black bikini top,
Ladieswear || Bikini top || Swimwear || Blue || All over pattern,blue bikini top,
Ladieswear || Bikini top || Swimwear || Blue || Other structure,blue bikini top,
Ladieswear || Bikini top || Swimwear || Blue || Solid,blue bikini top,
Ladieswear || Bikini top || Swimwear || Blue || Stripe,blue bikini top,
Ladieswear || Bikini top || Swimwear || Brown || Solid,brown bikini top,
Ladieswear || Bikini top || Swimwear || Green || All over pattern,green bikini top,
Ladieswear || Bikini top || Swimwear || Green || Other structure,green bikini top,
Ladieswear || Bikini top || Swimwear || Green || Solid,green bikini top,
Ladieswear || Bikini top || Swimwear || Grey || All over pattern,grey bikini top,
Ladieswear || Bikini top || Swimwear || Khaki green || Solid,khaki bikini top,
Ladieswear || Bikini top || Swimwear || Lilac Purple || All over pattern,lilac bikini top,
Ladieswear || Bikini top || Swimwear || Lilac Purple || Solid,lilac bikini top,
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,orange bikini top,
Ladieswear || Bikini top || Swimwear || Orange || Solid,orange bikini top,
Ladieswear || Bikini top || Swimwear || Pink || All over pattern,pink bikini top,
Ladieswear || Bikini top || Swimwear || Pink || Other structure,pink bikini top,
Ladieswear || Bikini top || Swimwear || Pink || Solid,pink bikini top,
Ladieswear || Bikini top || Swimwear || Red || All over pattern,red bikini top,
Ladieswear || Bikini top || Swimwear || Red || Lace,red bikini top,
Ladieswear || Bikini top || Swimwear || Red || Solid,red bikini top,
Ladieswear || Bikini top || Swimwear || White || All over pattern,white bikini top,
Ladieswear || Bikini top || Swimwear || White || Lace,white bikini top,
Ladieswear || Bikini top || Swimwear || White || Other structure,white bikini top,
Ladieswear || Bikini top || Swimwear || White || Solid,white bikini top,
Ladieswear || Bikini top || Swimwear || White || Stripe,white bikini top,
Ladieswear || Bikini top || Swimwear || Yellow || All over pattern,yellow bikini top,
Ladieswear || Bikini top || Swimwear || Yellow || Other structure,yellow bikini top,
Ladieswear || Bikini top || Swimwear || Yellow || Solid,yellow bikini top,
Ladieswear || Blazer || Dressed || Beige || Check,beige blazer,
Ladieswear || Blazer || Dressed || Beige || Melange,beige blazer,
Ladieswear || Blazer || Dressed || Beige || Other structure,beige blazer,
Ladieswear || Blazer || Dressed || Beige || Solid,beige blazer,
Ladieswear || Blazer || Dressed || Black || Check,black blazer,
Ladieswear || Blazer || Dressed || Black || Other structure,black blazer,
Ladieswear || Blazer || Dressed || Black || Solid,black blazer,
Ladieswear || Blazer || Dressed || Black || Stripe,black blazer,
Ladieswear || Blazer || Dressed || Blue || Check,blue blazer,
Ladieswear || Blazer || Dressed || Blue || Other structure,blue blazer,
Ladieswear || Blazer || Dressed || Blue || Solid,blue blazer,
Ladieswear || Blazer || Dressed || Brown || Check,brown blazer,
Ladieswear || Blazer || Dressed || Brown || Solid,brown blazer,
Ladieswear || Blazer || Dressed || Green || Solid,green blazer,
Ladieswear || Blazer || Dressed || Grey || Check,grey blazer,
Ladieswear || Blazer || Dressed || Grey || Melange,grey blazer,
Ladieswear || Blazer || Dressed || Grey || Other structure,grey blazer,
Ladieswear || Blazer || Dressed || Grey || Solid,grey blazer,
Ladieswear || Blazer || Dressed || Khaki green || Solid,khaki blazer,
Ladieswear || Blazer || Dressed || Mole || Solid,,colour unmapped
Ladieswear || Blazer || Dressed || Orange || Solid,orange blazer,
Ladieswear || Blazer || Dressed || Pink || Check,pink blazer,
Ladieswear || Blazer || Dressed || Pink || Other structure,pink blazer,
Ladieswear || Blazer || Dressed || Pink || Solid,pink blazer,
Ladieswear || Blazer || Dressed || Red || Check,red blazer,
Ladieswear || Blazer || Dressed || Red || Solid,red blazer,
Ladieswear || Blazer || Dressed || Turquoise || Solid,turquoise blazer,
Ladieswear || Blazer || Dressed || White || Check,white blazer,
Ladieswear || Blazer || Dressed || White || Other structure,white blazer,
Ladieswear || Blazer || Dressed || White || Solid,white blazer,
Ladieswear || Blazer || Dressed || White || Stripe,white blazer,
Ladieswear || Blazer || Outdoor || Black || Solid,black blazer,
Ladieswear || Blazer || Outdoor || White || Solid,white blazer,
Ladieswear || Blazer || Unknown || Beige || Solid,beige blazer,
Ladieswear || Blouse || Blouses || Beige || All over pattern,beige blouse,
Ladieswear || Blouse || Blouses || Beige || Jacquard,beige blouse,
Ladieswear || Blouse || Blouses || Beige || Solid,beige blouse,
Ladieswear || Blouse || Blouses || Black || All over pattern,black blouse,
Ladieswear || Blouse || Blouses || Black || Check,black blouse,
Ladieswear || Blouse || Blouses || Black || Dot,black blouse,
Ladieswear || Blouse || Blouses || Black || Embroidery,black blouse,
Ladieswear || Blouse || Blouses || Black || Jacquard,black blouse,
Ladieswear || Blouse || Blouses || Black || Lace,black blouse,
Ladieswear || Blouse || Blouses || Black || Solid,black blouse,
Ladieswear || Blouse || Blouses || Black || Stripe,black blouse,
Ladieswear || Blouse || Blouses || Blue || All over pattern,blue blouse,
Ladieswear || Blouse || Blouses || Blue || Check,blue blouse,
Ladieswear || Blouse || Blouses || Blue || Denim,blue blouse,
Ladieswear || Blouse || Blouses || Blue || Embroidery,blue blouse,
Ladieswear || Blouse || Blouses || Blue || Jacquard,blue blouse,
Ladieswear || Blouse || Blouses || Blue || Solid,blue blouse,
Ladieswear || Blouse || Blouses || Blue || Stripe,blue blouse,
Ladieswear || Blouse || Blouses || Brown || All over pattern,brown blouse,
